site,Site.detail,sample,d13C,height
MS7,MS7 Oued Sdas,M219-117.0,5.806,748.52
MS7,MS7 Oued Sdas,M219-118.6,5.639,750.12
MS7,MS7 Oued Sdas,M219-120.1,5.434,751.62
MS7,MS7 Oued Sdas,M219-121.2,5.47,752.72
MS7,MS7 Oued Sdas,M219-122.4,5,753.92
MS7,MS7 Oued Sdas,M219-123.4,5.396,754.92
MS7,MS7 Oued Sdas,M219-124.7,6.064,756.22
MS7,MS7 Oued Sdas,M219-125.8,5.592,757.32
MS7,MS7 Oued Sdas,M219-126.8,3.456,758.32
MS7,MS7 Oued Sdas,M219-128.3,5.32,759.82
MS7,MS7 Oued Sdas,M219-129.2,5.319,760.72
MS7,MS7 Oued Sdas,M219-130.0,4.898,761.52
MS7,MS7 Oued Sdas,M219-131.0,5.216,762.52
MS7,MS7 Oued Sdas,M219-132.0,4.808,763.52
MS7,MS7 Oued Sdas,M219-133.5,5.313,765.02
MS7,MS7 Oued Sdas,M219-134.5,5.589,766.02
MS7,MS7 Oued Sdas,M219-135.5,5.748,767.02
MS7,MS7 Oued Sdas,M219-137.0,5.615,768.52
MS7,MS7 Oued Sdas,M219-138.5,5.404,770.02
MS7,MS7 Oued Sdas,M219-139.3,5.098,770.82
MS7,MS7 Oued Sdas,M219-140.0,5.097,771.52
MS7,MS7 Oued Sdas,M219-140.3,4.679,771.82
MS7,MS7 Oued Sdas,M219-141.0,4.814,772.52
MS7,MS7 Oued Sdas,M219-142.0,4.629,773.52
MS7,MS7 Oued Sdas,M219-142.7,4.055,774.22
MS7,MS7 Oued Sdas,M219-143.4,2.974,774.92
MS7,MS7 Oued Sdas,M219-144.9,4.012,776.42
MS7,MS7 Oued Sdas,M219-145.7,4.044,777.22
MS7,MS7 Oued Sdas,M219-146.6,4.684,778.12
MS7,MS7 Oued Sdas,M219-147.4,3.924,778.92
MS7,MS7 Oued Sdas,M219-148.2,4.387,779.72
MS7,MS7 Oued Sdas,M219-149.1,3.641,780.62
MS7,MS7 Oued Sdas,M219-150.3,3.749,781.82
MS7,MS7 Oued Sdas,M219-151.2,3.757,782.72
MS7,MS7 Oued Sdas,M219-152.1,3.486,783.62
MS7,MS7 Oued Sdas,M219-152.9,3.662,784.42
MS7,MS7 Oued Sdas,M219-153.8,3.496,785.32
MS7,MS7 Oued Sdas,M219-154.4,3.938,785.92
MS7,MS7 Oued Sdas,M219-154.6,3.484,786.12
MS7,MS7 Oued Sdas,M219-155.6,3.564,787.12
MS7,MS7 Oued Sdas,M219-156.5,3.552,788.02
MS7,MS7 Oued Sdas,M219-158.6,3.587,790.12
MS7,MS7 Oued Sdas,M219-160.4,3.826,791.92
MS7,MS7 Oued Sdas,M219-161.4,2.91,792.92
MS7,MS7 Oued Sdas,M219-162.2,4.024,793.72
MS7,MS7 Oued Sdas,M219-163.0,4.188,794.52
MS7,MS7 Oued Sdas,M219-168.0,3.616,799.52
MS7,MS7 Oued Sdas,M219-168.9,3.714,800.42
MS7,MS7 Oued Sdas,M219-170.1,3.852,801.62
MS7,MS7 Oued Sdas,M219-173.5,2.038,805.02
MS7,MS7 Oued Sdas,M219-174.7,2.071,806.22
MS7,MS7 Oued Sdas,M219-176.4,2.361,807.92
MS7,MS7 Oued Sdas,M219-177.7,2,809.22
MS7,MS7 Oued Sdas,M219-178.3,2.017,809.82
MS7,MS7 Oued Sdas,M219-181.0,1.549,812.52
MS7,MS7 Oued Sdas,M219-181.8,1.865,813.32
MS7,MS7 Oued Sdas,M219-182.8,1.881,814.32
MS7,MS7 Oued Sdas,M219-183.8,1.712,815.32
MS7,MS7 Oued Sdas,M219-186.6,1.724,818.12
MS7,MS7 Oued Sdas,M219-187.6,2.007,819.12
MS7,MS7 Oued Sdas,M219-188.6,1.898,820.12
MS7,MS7 Oued Sdas,M219-189.3,1.814,820.82
MS7,MS7 Oued Sdas,M219-190.3,1.709,821.82
MS7,MS7 Oued Sdas,M219-191.3,1.784,822.82
MS7,MS7 Oued Sdas,M219-192.0,1.764,823.52
MS7,MS7 Oued Sdas,M219-192.9,1.141,824.42
MS7,MS7 Oued Sdas,M219-194.5,0.765,826.02
MS7,MS7 Oued Sdas,M219-195.8,0.943,827.32
MS7,MS7 Oued Sdas,M219-197.0,0.671,828.52
MS7,MS7 Oued Sdas,M219-198.2,3.199,829.72
MS7,MS7 Oued Sdas,M219-199.2,3.856,830.72
MS7,MS7 Oued Sdas,M219-200.0,3.52,831.52
MS7,MS7 Oued Sdas,M219-201.2,3.667,832.72
MS7,MS7 Oued Sdas,M219-202.3,3.554,833.82
MS7,MS7 Oued Sdas,M219-203.4,3.502,834.92
MS7,MS7 Oued Sdas,M219-204.3,3.491,835.82
MS7,MS7 Oued Sdas,M219-207.0,3.736,838.52
MS7,MS7 Oued Sdas,M219-208.2,3.771,839.72
MS7,MS7 Oued Sdas,M219-209.4,4.061,840.92
MS7,MS7 Oued Sdas,M219-210.9,3.964,842.42
MS7,MS7 Oued Sdas,M219-213.3,3.015,844.82
MS7,MS7 Oued Sdas,M219-214.6,3.52,846.12
MS7,MS7 Oued Sdas,M219-215.8,3.799,847.32
MS7,MS7 Oued Sdas,M219-216.7,3.611,848.22
MS7,MS7 Oued Sdas,M219-220.1,2.666,851.62
MS7,MS7 Oued Sdas,M219-221.2,2.633,852.72
MS7,MS7 Oued Sdas,M219-222.4,2.493,853.92
MS7,MS7 Oued Sdas,M219-223.3,2.739,854.82
MS7,MS7 Oued Sdas,M219-225.6,1.77,857.12
MS7,MS7 Oued Sdas,M219-226.9,1.981,858.42
MS7,MS7 Oued Sdas,M219-227.9,2.204,859.42
MS7,MS7 Oued Sdas,M219-229.0,2.001,860.52
MS7,MS7 Oued Sdas,M219-231.9,1.86,863.42
MS7,MS7 Oued Sdas,M219-233.3,1.785,864.82
MS7,MS7 Oued Sdas,M219-234.1,1.671,865.62
MS7,MS7 Oued Sdas,M219-235.3,1.582,866.82
MS7,MS7 Oued Sdas,M219-236.2,1.94,867.72
MS7,MS7 Oued Sdas,M219-238.4,1.787,869.92
MS7,MS7 Oued Sdas,M219-239.3,1.756,870.82
MS7,MS7 Oued Sdas,M219-240.9,1.74,872.42
MS7,MS7 Oued Sdas,M219-243.5,0.977,875.02
MS7,MS7 Oued Sdas,M219-244.7,0.758,876.22
MS7,MS7 Oued Sdas,M219-246.1,0.436,877.62
MS7,MS7 Oued Sdas,M219-249.8,0.504,881.32
MS7,MS7 Oued Sdas,M219-251.0,0.745,882.52
MS7,MS7 Oued Sdas,M219-252.5,-0.042,884.02
MS7,MS7 Oued Sdas,M219-253.3,0.032,884.82
MS7,MS7 Oued Sdas,M219-254.3,0.004,885.82
MS7,MS7 Oued Sdas,M219-255.3,-0.335,886.82
MS7,MS7 Oued Sdas,M219-256.8,-0.561,888.32
MS7,MS7 Oued Sdas,M219-258.3,-1.289,889.82
MS7,MS7 Oued Sdas,M219-259.4,-1.277,890.92
MS7,MS7 Oued Sdas,M219-260.4,-1.358,891.92
MS7,MS7 Oued Sdas,M219-261.5,-2.257,893.02
MS7,MS7 Oued Sdas,M219-262.6,-1.679,894.12
MS7,MS7 Oued Sdas,M219-263.6,-1.485,895.12
MS7,MS7 Oued Sdas,M219-264.7,-1.39,896.22
MS7,MS7 Oued Sdas,M219-266.8,-1.176,898.32
MS7,MS7 Oued Sdas,M219-267.9,-1.276,899.42
MS7,MS7 Oued Sdas,M219-269.2,-1.084,900.72
MS7,MS7 Oued Sdas,M219-270.4,-1.441,901.92
MS7,MS7 Oued Sdas,M219-272.4,-1.881,903.92
MS7,MS7 Oued Sdas,M219-275.2,-1.834,906.72
MS7,MS7 Oued Sdas,M219-276.3,-2.094,907.82
MS7,MS7 Oued Sdas,M219-279.9,-2.155,911.42
MS7,MS7 Oued Sdas,M219-280.9,-2.364,912.42
MS7,MS7 Oued Sdas,M219-282.1,-2.197,913.62
MS7,MS7 Oued Sdas,M219-284.3,-1.896,915.82
MS7,MS7 Oued Sdas,M219-287.8,-1.573,919.32
MS7,MS7 Oued Sdas,M219-288.7,-1.388,920.22
MS7,MS7 Oued Sdas,M219-290.0,-1.256,921.52
MS7,MS7 Oued Sdas,M219-290.8,-1.378,922.32
MS7,MS7 Oued Sdas,M219-292.6,-1.443,924.12
MS7,MS7 Oued Sdas,M219-295.2,-1.589,926.72
MS7,MS7 Oued Sdas,M219-297.4,-1.929,928.92
MS7,MS7 Oued Sdas,M219-300.8,-2.048,932.32
MS7,MS7 Oued Sdas,M219-304.0,-2.282,935.52
MS7,MS7 Oued Sdas,M219-305.2,-2.29,936.72
MS7,MS7 Oued Sdas,M219-306.6,-2.355,938.12
MS7,MS7 Oued Sdas,M219-311.9,-1.858,943.42
MS7,MS7 Oued Sdas,M219-314.3,-1.489,945.82
MS7,MS7 Oued Sdas,M219-315.5,-1.621,947.02
MS7,MS7 Oued Sdas,M219-317.7,-2.005,949.22
MS7,MS7 Oued Sdas,M219-319.0,-2.159,950.52
MS7,MS7 Oued Sdas,M219-323.0,-2.338,954.52
MS7,MS7 Oued Sdas,M219-324.5,-2.526,956.02
MS7,MS7 Oued Sdas,M219-325.5,-2.366,957.02
MS7,MS7 Oued Sdas,M219-328.7,-2.558,960.22
MS7,MS7 Oued Sdas,M219-338.4,-3.233,969.92
MS7,MS7 Oued Sdas,M219-339.4,-3.174,970.92
MS7,MS7 Oued Sdas,M219-340.5,-3.018,972.02
MS7,MS7 Oued Sdas,M219-342.6,-3.361,974.12
MS7,MS7 Oued Sdas,M219-345.3,-3.596,976.82
MS7,MS7 Oued Sdas,M219-346.4,-3.629,977.92
MS7,MS7 Oued Sdas,M219-348.0,-3.496,979.52
MS7,MS7 Oued Sdas,M219-348.8,-3.544,980.32
MS7,MS7 Oued Sdas,M219-350.0,-2.829,981.52
MS7,MS7 Oued Sdas,M219-350.7,-2.798,982.22
MS7,MS7 Oued Sdas,M219-351.7,-1.972,983.22
MS7,MS7 Oued Sdas,M219-353.0,-1.992,984.52
MS7,MS7 Oued Sdas,M219-354.0,-2.94,985.52
MS7,MS7 Oued Sdas,M219-355.6,-3.079,987.12
MS7,MS7 Oued Sdas,M219-357.5,-2.889,989.02
MS7,MS7 Oued Sdas,M219-360.1,-2.986,991.62
MS7,MS7 Oued Sdas,M219-360.8,-3.22,992.32
MS7,MS7 Oued Sdas,M219-363.0,-3.599,994.52
MS7,MS7 Oued Sdas,M219-364.1,-3.352,995.62
MS7,MS7 Oued Sdas,M219-365.4,-3.246,996.92
MS7,MS7 Oued Sdas,M219-366.5,-2.887,998.02
MS7,MS7 Oued Sdas,M219-367.6,-2.866,999.12
MS7,MS7 Oued Sdas,M219-371.3,-3.167,1002.82
MS7,MS7 Oued Sdas,M219-374.5,-3.493,1006.02
MS7,MS7 Oued Sdas,M219-375.4,-3.681,1006.92
MS7,MS7 Oued Sdas,M219-376.6,-3.076,1008.12
MS7,MS7 Oued Sdas,M219-379.6,-2.903,1011.12
MS7,MS7 Oued Sdas,M219-383.3,-3.426,1014.82
MS7,MS7 Oued Sdas,M219-384.4,-3.561,1015.92
MS7,MS7 Oued Sdas,M219-388.1,-3.703,1019.62
MS7,MS7 Oued Sdas,M219-389.1,-3.315,1020.62
MS7,MS7 Oued Sdas,M219-391.4,-3.203,1022.92
MS7,MS7 Oued Sdas,M219-392.5,-2.786,1024.02
MS7,MS7 Oued Sdas,M219-393.5,-2.462,1025.02
MS7,MS7 Oued Sdas,M219-395.2,-2.416,1026.72
MS7,MS7 Oued Sdas,M219-399.3,-2.391,1030.82
MS7,MS7 Oued Sdas,M219-400.4,-3.052,1031.92
MS7,MS7 Oued Sdas,M219-403.3,-3.022,1034.82
MS7,MS7 Oued Sdas,M219-408.3,-3.088,1039.82
MS7,MS7 Oued Sdas,M219-409.2,-3.103,1040.72
MS7,MS7 Oued Sdas,M219-410.0,-2.856,1041.52
MS7,MS7 Oued Sdas,M219-412.2,-2.82,1043.72
MS7,MS7 Oued Sdas,M219-416.8,-3.055,1048.32
MS7,MS7 Oued Sdas,M219-418.9,-3.543,1050.42
MS7,MS7 Oued Sdas,M219-421.0,-3.334,1052.52
MS7,MS7 Oued Sdas,M219-424.7,-3.683,1056.22
MS7,MS7 Oued Sdas,M219-428.4,-3.571,1059.92
MS7,MS7 Oued Sdas,M219-431.0,-3.562,1062.52
MS7,MS7 Oued Sdas,M219-437.5,-3.575,1069.02
MS7,MS7 Oued Sdas,M219-440.6,-3.397,1072.12
MS7,MS7 Oued Sdas,M219-441.8,-2.583,1073.32
MS7,MS7 Oued Sdas,M219-444.9,-2.658,1076.42
MS7,MS7 Oued Sdas,M219-448.6,-2.808,1080.12
MS7,MS7 Oued Sdas,M219-452.2,-3.559,1083.72
MS7,MS7 Oued Sdas,M219-453.4,-3.599,1084.92
MS7,MS7 Oued Sdas,M219-454.6,-3.628,1086.12
MS7,MS7 Oued Sdas,M219-455.3,-3.608,1086.82
MS7,MS7 Oued Sdas,M219-459.5,-3.486,1091.02
MS7,MS7 Oued Sdas,M219-464.0,-3.74,1095.52
MS7,MS7 Oued Sdas,M219-465.4,-3.733,1096.92
MS7,MS7 Oued Sdas,M219-469.0,-3.592,1100.52
MS7,MS7 Oued Sdas,M219-470.0,-3.154,1101.52
MS7,MS7 Oued Sdas,M219-473.8,-2.657,1105.32
MS7,MS7 Oued Sdas,M219-477.0,-2.225,1108.52
MS7,MS7 Oued Sdas,M219-478.5,-3.281,1110.02
MS7,MS7 Oued Sdas,M219-482.8,-3.047,1114.32
MS7,MS7 Oued Sdas,M219-484.7,-3.378,1116.22
MS7,MS7 Oued Sdas,M219-487.4,-3.406,1118.92
MS7,MS7 Oued Sdas,M219-488.4,-3.028,1119.92
MS7,MS7 Oued Sdas,M219-491.3,-2.339,1122.82
MS7,MS7 Oued Sdas,M219-498.0,-2.629,1129.52
MS7,MS7 Oued Sdas,M219-507.3,-2.667,1138.82
MS7,MS7 Oued Sdas,M219-518.8,-3.017,1150.32
MS7,MS7 Oued Sdas,M219-520.3,-3.091,1151.82
MS7,MS7 Oued Sdas,M219-524.7,-3.173,1156.22
MS7,MS7 Oued Sdas,M219-535.8,-3.066,1167.32
MS7,MS7 Oued Sdas,M219-558.8,-2.623,1190.32
MS7,MS7 Oued Sdas,M219-559.5,-1.884,1191.02
MS7,MS7 Oued Sdas,M219-560.0,-2.193,1191.52
MS7,MS7 Oued Sdas,M219-563.5,-2.02,1195.02
MS7,MS7 Oued Sdas,M219-564.3,-2.438,1195.82
MS7,MS7 Oued Sdas,M219-567.6,-2.503,1199.12
MS7,MS7 Oued Sdas,M219-568.4,-2.293,1199.92
MS7,MS7 Oued Sdas,M219-569.0,-2.572,1200.52
MS7,MS7 Oued Sdas,M219-583.2,-2.461,1214.72
MS7,MS7 Oued Sdas,M219-584.4,-1.52,1215.92
MS7,MS7 Oued Sdas,M219-586.3,-1.488,1217.82
MS7,MS7 Oued Sdas,M219-587.1,-1.903,1218.62
MS7,MS7 Oued Sdas,M219-590.0,-0.75,1221.52
MS7,MS7 Oued Sdas,M219-593.0,-1.541,1224.52
MS7,MS7 Oued Sdas,M219-596.1,-2.266,1227.62
MS7,MS7 Oued Sdas,M219-603.6,-0.672,1235.12
MS7,MS7 Oued Sdas,M219-606.8,-0.902,1238.32
MS7,MS7 Oued Sdas,M219-609.7,-0.328,1241.22
MS7,MS7 Oued Sdas,M219-612.7,-0.726,1244.22
MS7,MS7 Oued Sdas,M219-615.9,-0.608,1247.42
MS7,MS7 Oued Sdas,M219-617.1,-0.486,1248.62
MS7,MS7 Oued Sdas,M219-618.2,-1.406,1249.72
MS7,MS7 Oued Sdas,M219-621.0,-1.27,1252.52
MS7,MS7 Oued Sdas,M219-623.1,-0.365,1254.62
MS7,MS7 Oued Sdas,M219-624.1,0.48,1255.62
MS7,MS7 Oued Sdas,M219-625.5,-0.338,1257.02
MS7,MS7 Oued Sdas,M219-626.9,0.145,1258.42
MS7,MS7 Oued Sdas,M219-628.0,-0.01,1259.52
MS7,MS7 Oued Sdas,M219-630.9,0.15,1261.52
MS7,MS7 Oued Sdas,M219-631.4,-0.443,1262.92
MS7,MS7 Oued Sdas,M219-634.6,-0.757,1266.12
MS7,MS7 Oued Sdas,M219-636.0,-0.466,1267.52
MS7,MS7 Oued Sdas,M219-640.2,-0.388,1271.72
MS7,MS7 Oued Sdas,M219-641.1,0.041,1272.62
MS7,MS7 Oued Sdas,M219-644.5,0.497,1276.02
MS7,MS7 Oued Sdas,M219-649.9,-0.681,1281.42
MS7,MS7 Oued Sdas,M219-651.6,-0.758,1283.12
MS7,MS7 Oued Sdas,M219-652.6,-1.276,1284.12
MS7,MS7 Oued Sdas,M219-654.9,0.001,1286.42
MS7,MS7 Oued Sdas,M219-656.6,1.056,1288.12
MS7,MS7 Oued Sdas,M219-658.5,0.278,1290.02
MS7,MS7 Oued Sdas,M219-659.4,0.946,1290.92
MS7,MS7 Oued Sdas,M219-660.2,-0.665,1291.72
MS7,MS7 Oued Sdas,M219-662.6,0.031,1294.12
MS7,MS7 Oued Sdas,M219-665.1,0.283,1296.62
MS7,MS7 Oued Sdas,M219-671.8,-0.56,1303.32
MS7,MS7 Oued Sdas,M219-674.9,0.655,1306.42
MS7,MS7 Oued Sdas,M219-680.1,0.703,1311.62
MS7,MS7 Oued Sdas,M219-681.0,0.053,1312.52
MS7,MS7 Oued Sdas,M219-682.2,-0.261,1313.72
MS7,MS7 Oued Sdas,M219-683.7,-0.783,1315.22
MS7,MS7 Oued Sdas,M219-686.6,1.018,1318.12
MS7,MS7 Oued Sdas,M219-687.3,0.683,1318.82
MS7,MS7 Oued Sdas,M219-688.8,-1.457,1320.32
MS7,MS7 Oued Sdas,M219-691.7,-1.233,1323.22
MS7,MS7 Oued Sdas,M219-693.0,-0.346,1324.52
MS7,MS7 Oued Sdas,M219-694.7,-0.292,1326.22
MS7,MS7 Oued Sdas,M219-696.9,0.017,1328.42
MS7,MS7 Oued Sdas,M219-698.6,-1.564,1330.12
MS7,MS7 Oued Sdas,M219-701.6,-1.081,1333.12
MS7,MS7 Oued Sdas,M219-704.0,-1.855,1335.52
MS7,MS7 Oued Sdas,M219-707.0A,-0.992,1338.52
MS7,MS7 Oued Sdas,M219-707.0B,-1.144,1338.54
MS7,MS7 Oued Sdas,M219-711.3,-1.01,1342.82
MS7,MS7 Oued Sdas,M219-712.5,-1.211,1344.02
MS7,MS7 Oued Sdas,M219-713.7,-2.052,1345.22
MS7,MS7 Oued Sdas,M219-715.1,-2.11,1346.62
MS7,MS7 Oued Sdas,M219-715.9,-0.571,1347.42
MS7,MS7 Oued Sdas,M219-717.0,-1.796,1348.52
MS7,MS7 Oued Sdas,M219-718.9,-1.421,1350.42
MS7,MS7 Oued Sdas,M219-721.1,-1.271,1352.62
MS7,MS7 Oued Sdas,M219-722.6,-2.07,1354.12
MS7,MS7 Oued Sdas,M219-725.0,-2.316,1356.52
MS7,MS7 Oued Sdas,M219-726.5,-2.048,1358.02
MS7,MS7 Oued Sdas,M219-739.3,-2.388,1370.82
MS7,MS7 Oued Sdas,M219-745.1,-2.648,1376.62
MS7,MS7 Oued Sdas,M219-747.7,-2.527,1379.22
MS7,MS7 Oued Sdas,M219-757.7,-2.417,1389.22
MS7,MS7 Oued Sdas,M219-779.0,-2.66,1410.52
MS7,MS7 Oued Sdas,M219-785.1,-2.488,1416.62
MS7,MS7 Oued Sdas,M219-794.0,-2.057,1425.52
MS7,MS7 Oued Sdas,M219-801.8,-1.51,1433.32
MS7,MS7 Oued Sdas,M219-802.7,-2.357,1434.22
MS7,MS7 Oued Sdas,M219-809.7,-1.796,1441.22
MS7,MS7 Oued Sdas,M219-812.5,-1.502,1444.02
MS7,MS7 Oued Sdas,M219-813.6,-1.97,1445.12
MS7,MS7 Oued Sdas,M219-825.9,-2.682,1457.42
MS7,MS7 Oued Sdas,M219-827.1,-2.176,1458.62
MS7,MS7 Oued Sdas,M219-828.5,-2.222,1460.02
MS7,MS7 Oued Sdas,M219-829.6,-2.206,1461.12
MS7,MS7 Oued Sdas,M219-832.8,-1.826,1464.32
MS7,MS7 Oued Sdas,M219-833.7,-2.633,1465.22
MS7,MS7 Oued Sdas,M219-835.0,-2.34,1466.52
MS7,MS7 Oued Sdas,M219-835.9,-2.646,1467.42
MS7,MS7 Oued Sdas,M219-853.0,-2.164,1484.52
MS7,MS7 Oued Sdas,M219-855.5,-1.099,1487.02
MS7,MS7 Oued Sdas,M219-864.6,-2.848,1496.12
MS7,MS7 Oued Sdas,M219-865.5,-1.61,1497.02
MS7,MS7 Oued Sdas,M219-867.9,-0.95,1499.42
MS7,MS7 Oued Sdas,M219-890.2,-1.173,1521.72
MS7,MS7 Oued Sdas,M219-896.2,-2.147,1527.72
MS7,MS7 Oued Sdas,M219-902.0,-2.567,1533.52
MS7,MS7 Oued Sdas,M219-913.1,-2.18,1544.62
MS7,MS7 Oued Sdas,M219-917.9,-1.44,1549.42
MS7,MS7 Oued Sdas,M219-918.9,-1.46,1550.42
MS7,MS7 Oued Sdas,M219-922.5,-2.274,1554.02
MS7,MS7 Oued Sdas,M219-924.0,-1.766,1555.52
MS7,MS7 Oued Sdas,M219-927.0,-1.813,1558.52
MS7,MS7 Oued Sdas,M219-932.3,-2.724,1563.82
MS7,MS7 Oued Sdas,M219-933.8,-3.043,1565.32
MS7,MS7 Oued Sdas,M219-934.7,-2.22,1566.22
MS7,MS7 Oued Sdas,M219-936.5,-2.646,1568.02
MS7,MS7 Oued Sdas,M219-937.5,-3.078,1569.02
MS7,MS7 Oued Sdas,M219-938.4,-3.04,1569.92
MS7,MS7 Oued Sdas,M219-939.5,-2.411,1571.02
MS7,MS7 Oued Sdas,M219-940.4,-2.064,1571.92
MS7,MS7 Oued Sdas,M219-943.3,-3.318,1574.82
MS7,MS7 Oued Sdas,M219-953.9,-3.283,1585.42
MS7,MS7 Oued Sdas,M219-956.6,-3.327,1588.12
MS7,MS7 Oued Sdas,M219-959.5,-3.218,1591.02
MS7,MS7 Oued Sdas,M219-962.7,-2.719,1594.22
MS7,MS7 Oued Sdas,M219-964.7,-2.966,1596.22
MS7,MS7 Oued Sdas,M219-975.4,-3.349,1606.92
MS7,MS7 Oued Sdas,M219-976.1,-2.797,1607.62
MS7,MS7 Oued Sdas,M219-979.7,-3.362,1611.22
MS7,MS7 Oued Sdas,M219-981.2,-2.439,1612.72
MS7,MS7 Oued Sdas,M219-990.9,-3.273,1622.42
MS7,MS7 Oued Sdas,M219-995.3,-3.307,1626.82
MS7,MS7 Oued Sdas,M219-1001.2,-3.598,1632.72
MS7,MS7 Oued Sdas,M219-1014.1,-3.447,1645.62
MS7,MS7 Oued Sdas,M219-1015.8,-3.426,1647.32
MS7,MS7 Oued Sdas,M219-1033.9,-3.191,1665.42
MS7,MS7 Oued Sdas,M219-1037.2,-3.046,1668.72
MS7,MS7 Oued Sdas,M219-1038.6,-2.695,1670.12
MS7,MS7 Oued Sdas,M219-1056.1,-3.414,1687.62
MS7,MS7 Oued Sdas,M219-1062.5,-2.787,1694.02
MS7,MS7 Oued Sdas,M219-1063.8,-3.206,1695.32
MS7,MS7 Oued Sdas,M219-1068.1,-3.434,1699.62
MS7,MS7 Oued Sdas,M219-1087.4,-3.002,1718.92
MS7,MS7 Oued Sdas,M219-1088.4,-2.457,1719.92
MS7,MS7 Oued Sdas,M219-1089.6,-2.218,1721.12
MS7,MS7 Oued Sdas,M219-1092.2,-1.588,1723.72
MS7,MS7 Oued Sdas,M219-1093.7,-1.893,1725.22
MS7,MS7 Oued Sdas,M219-1095.4,-1.634,1726.92
MS7,MS7 Oued Sdas,M219-1100.1,-2.399,1731.62
MS7,MS7 Oued Sdas,M219-1124.1,-1.194,1755.62
MS7,MS7 Oued Sdas,M219-1125.5,-2.469,1757.02
MS7,MS7 Oued Sdas,M219-1127.7,-0.375,1759.22
MS7,MS7 Oued Sdas,M219-1133.6,-2.604,1765.12
MS7,MS7 Oued Sdas,M219-1134.9,-2.005,1766.42
MS7,MS7 Oued Sdas,M219-1137.7,-2.081,1769.22
MS7,MS7 Oued Sdas,M219-1140.2,0.062,1771.72
MS7,MS7 Oued Sdas,M219-1142.0,-1.08,1773.52
MS7,MS7 Oued Sdas,M219-1146.0,-1.046,1777.52
MS7,MS7 Oued Sdas,M219-1148.0,-1.334,1779.52
MS7,MS7 Oued Sdas,M219-1154.4,-0.102,1785.92
MS7,MS7 Oued Sdas,M219-1157.3,1.049,1788.82
MS7,MS7 Oued Sdas,M219-1158.4,1.102,1789.92
MS7,MS7 Oued Sdas,M219-1163.8,0.377,1795.32
MS7,MS7 Oued Sdas,M219-1170.7,0.475,1802.22
MS7,MS7 Oued Sdas,M219-1178.8,0.254,1810.32
MS7,MS7 Oued Sdas,M219-1180.8,0.788,1812.32
MS7,MS7 Oued Sdas,M219-1185.2,0.816,1816.72
MS7,MS7 Oued Sdas,M219-1186.8,1.181,1818.32
MS7,MS7 Oued Sdas,M219-1185.0,0.43,1816.52
MS7,MS7 Oued Sdas,M219-1187.1,-1.454,1818.62
MS7,MS7 Oued Sdas,M219-1188.5,-0.778,1820.02
MS7,MS7 Oued Sdas,M219-1189.7,-1.187,1821.22
MS7,MS7 Oued Sdas,M219-1191.9,-0.341,1823.42
MS7,MS7 Oued Sdas,M219-1192.9,-0.55,1824.42
MS7,MS7 Oued Sdas,M219-1195.0,-0.763,1826.52
MS7,MS7 Oued Sdas,M219-1199.2,-0.841,1830.72
MS7,MS7 Oued Sdas,M219-1203.0,0.564,1834.52
MS7,MS7 Oued Sdas,M219-1208.7,1.207,1840.22
MS7,MS7 Oued Sdas,M219-1210.8,1,1842.32
MS7,MS7 Oued Sdas,M219-1213.8,0.821,1845.32
MS7,MS7 Oued Sdas,M219-1216.8,1.621,1848.32
MS7,MS7 Oued Sdas,M219-1218.0,2.229,1849.52
MS7,MS7 Oued Sdas,M219-1223.6,-0.386,1855.12
MS7,MS7 Oued Sdas,M219-1233.2,0.429,1864.72
MS7,MS7 Oued Sdas,M219-1234.1,0.703,1865.62
MS7,MS7 Oued Sdas,M219-1234.9,0.769,1866.42
MS7,MS7 Oued Sdas,M219-1236.0,1.011,1867.52
MS7,MS7 Oued Sdas,M219-1238.4,-0.408,1869.92
MS7,MS7 Oued Sdas,M219-1241.0A,0.697,1872.52
MS7,MS7 Oued Sdas,M219-1241.0B,-0.676,1872.52
MS7,MS7 Oued Sdas,M219-1242.5,1.531,1874.02
MS7,MS7 Oued Sdas,M219-1243.5,2.179,1875.02
MS7,MS7 Oued Sdas,M219-1244.4,2.69,1875.92
MS3,MS3-Talat n' Yissi,M250-2.1,-2.07,2.03
MS3,MS3-Talat n' Yissi,M250-2.6,-1.78,2.53
MS3,MS3-Talat n' Yissi,M250-3.6,-2.04,3.53
MS3,MS3-Talat n' Yissi,M250-4.4,-2.34,4.33
MS3,MS3-Talat n' Yissi,M250-6.1,-2.04,6.03
MS3,MS3-Talat n' Yissi,M250-7.5,-1.59,7.43
MS3,MS3-Talat n' Yissi,M250-8.5,-2.39,8.43
MS3,MS3-Talat n' Yissi,M250-11.4,-2.61,11.33
MS3,MS3-Talat n' Yissi,M250-12.5,-2.2,12.43
MS3,MS3-Talat n' Yissi,M250-13.4,-2.44,13.33
MS3,MS3-Talat n' Yissi,M250-14.4,-1.78,14.33
MS3,MS3-Talat n' Yissi,M250-15.1,-2.44,15.03
MS3,MS3-Talat n' Yissi,M250-19.6,-2.15,19.53
MS3,MS3-Talat n' Yissi,M250-20.2,-2.47,20.13
MS3,MS3-Talat n' Yissi,M250-20.6,-2.09,20.53
MS3,MS3-Talat n' Yissi,M250-23.3,-2.09,23.23
MS3,MS3-Talat n' Yissi,M250-24.6,-1.78,24.53
MS3,MS3-Talat n' Yissi,M250-27.7,-1.37,27.63
